expenditure_date,payee_name,payee_clean,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x14
2022-10-28,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,50,Sanders  Sterling Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,Facebook advertisement.,NA
2022-11-01,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,50.18,Sanders  Sterling Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,Facebook advertisement.,NA
2021-04-29,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,69.37,Bagnall Tudball  Heather Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-06-01,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15.82,Bagnall Tudball  Heather Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-12-06,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,722.43,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-08-30,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,16.81,Bagnall Tudball  Heather Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-31,Facebook,FaceBook,1 Hacker Way  Menlo  California 94025,Business/Group/Organization,246,Funderburk  John Friends of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-02-28,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,104.99,Funderburk  John Friends of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2021-08-04,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,229.87,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-05-19,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25,Terrell  China Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2021-05-20,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25,Terrell  China Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2021-03-29,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,9.06,Bagnall Tudball  Heather Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-05,FACEBOOK,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,6,Lee  Kenneth Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-10-12,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-10-12,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-10-12,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-08-06,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-08-07,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-08-09,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-08-10,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-08-13,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-08-12,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-08-16,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-08-16,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-08-16,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-08-17,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-08-19,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-08-23,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-07-21,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2021-11-02,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-09,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-09-24,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,899.83,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-10-29,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,22.44,Bagnall Tudball  Heather Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-12-29,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10.26,Bagnall Tudball  Heather Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-12-03,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,227.91,Franklin  Mel Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2021-11-03,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,490.37,Franklin  Mel Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2021-10-04,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,281.72,Franklin  Mel Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-08-29,Facebook,FaceBook,1 hacker way  Menlo  Maryland 90420,Business/Group/Organization,8.36,Speakman  Michele Friends of,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
2022-10-11,Facebook,FaceBook,1 Hacker Way  Meno Park  California 94025,Business/Group/Organization,100,Dappert  Michele Committee to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-13,Facebook,FaceBook,1 Hacker Way  Meno Park  California 94025,Business/Group/Organization,100,Dappert  Michele Committee to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-17,Facebook,FaceBook,1 Hacker Way  Meno Park  California 94025,Business/Group/Organization,100,Dappert  Michele Committee to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-20,Facebook,FaceBook,1 Hacker Way  Meno Park  California 94025,Business/Group/Organization,100,Dappert  Michele Committee to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-23,Facebook,FaceBook,1 Hacker Way  Meno Park  California 94025,Business/Group/Organization,99.98,Dappert  Michele Committee to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-08-26,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-08-30,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-08-30,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-09-03,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-09-10,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-02-22,FaceBook,FaceBook,1 Hackerway  Menlo Park  California 94025,Business/Group/Organization,47.12,Benn  Sarahia Friends to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-09-09,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-09-13,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-06,FACEBOOK,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,5,Lee  Kenneth Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-23,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,805.98,Harvey  Derek Vote,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-30,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,113.52,Ahmed  Raaheela Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-04,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,171.72,Fraser  Stanford Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-10,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,240.67,Fraser  Stanford Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-31,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,124.46,Ahmed  Raaheela Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-02-08,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,2,Gatchel  (Robert) Bob Friends of,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,Receipt WRM63C7AG2,NA
2022-02-08,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,2,Gatchel  (Robert) Bob Friends of,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,Receipt JQJLHEF9G2,NA
2022-02-09,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,2,Gatchel  (Robert) Bob Friends of,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,Receipt WSDKLCP9G2,NA
2022-02-10,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,3,Gatchel  (Robert) Bob Friends of,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,DCCPWEBAG2,NA
2022-02-11,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,3,Gatchel  (Robert) Bob Friends of,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
2022-02-12,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,5,Gatchel  (Robert) Bob Friends of,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,5089128214534105-9038241,NA
2022-02-14,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,7,Gatchel  (Robert) Bob Friends of,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,5124405297673061-9046939,NA
2022-02-15,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,10,Gatchel  (Robert) Bob Friends of,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,5129237347189856-9056459,NA
2022-02-18,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,15,Gatchel  (Robert) Bob Friends of,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,5129237347189856-9056459,NA
2022-03-02,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,15,Gatchel  (Robert) Bob Friends of,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,4788891841224411-9152502,NA
2022-03-06,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,17.86,Gatchel  (Robert) Bob Friends of,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
2022-03-09,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,25,Gatchel  (Robert) Bob Friends of,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
2022-03-14,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,35,Gatchel  (Robert) Bob Friends of,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,4906431652803764-9233927,NA
2022-03-21,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,50,Gatchel  (Robert) Bob Friends of,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
2022-04-06,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,40.26,Gatchel  (Robert) Bob Friends of,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,5236869029760022-9371439,NA
2022-05-06,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,46.4,Gatchel  (Robert) Bob Friends of,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,FB ADS FOR MAY 18 EVENT ETC,NA
2022-03-01,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,27.12,Burkett  Charles Citizens for,Media,Online Advertising,NA,EFT,NA,Electoral,Facebook Ads,NA
2022-04-01,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,43.5,Burkett  Charles Citizens for,Media,Online Advertising,NA,EFT,NA,Electoral,Facebook Ads,NA
2022-05-31,Facebook  Inc.,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,20,Burkett  Charles Citizens for,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-05-19,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025-1456,Business/Group/Organization,25,Dove  John C. Friends for Jr.,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-23,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025-1456,Business/Group/Organization,25,Dove  John C. Friends for Jr.,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-23,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025-1456,Business/Group/Organization,25,Dove  John C. Friends for Jr.,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-27,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025-1456,Business/Group/Organization,35,Dove  John C. Friends for Jr.,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-02,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025-1456,Business/Group/Organization,75,Dove  John C. Friends for Jr.,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-31,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025-1456,Business/Group/Organization,75,Dove  John C. Friends for Jr.,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-31,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025-1456,Business/Group/Organization,50,Dove  John C. Friends for Jr.,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-06,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025-1456,Business/Group/Organization,19.52,Dove  John C. Friends for Jr.,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-16,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,1273.92,Waldstreicher  Jeff Friends Of,Media,Online Advertising,NA,Check,Jeff Waldstreicher,Electoral,NA,NA
2022-08-06,Facebook,FaceBook,1 Hacker Way  Menlow Park  California 94025,Business/Group/Organization,435.87,Danos  Maureen Committee to Elect for ROW,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-06-01,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,224.64,Corderman  Paul Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-31,Facebook,FaceBook,350 Camino Gardens Blvd  Suite 202  Boca Raton  Florida 33432,Business/Group/Organization,625,Lombardo  Darren Citizens for,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-11-09,Facebook,FaceBook,350 Camino Gardens Blvd  Suite 202  Boca Raton  Florida 33432,Business/Group/Organization,863.68,Lombardo  Darren Citizens for,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-11-10,Facebook,FaceBook,701 Laurel Street  Menlo Park  California 94025,Business/Group/Organization,766.47,Harford County Deputy Sheriffs Political Action Committee,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-11-02,Facebook/Meta,FaceBook,770 Broadway  New York  New York 10003,Business/Group/Organization,200,Brown  Monise Keep Judge,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-11-01,Facebook/Meta,FaceBook,770 Broadway  New York  New York 10003,Business/Group/Organization,100,Brown  Monise Keep Judge,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-31,Facebook/Meta,FaceBook,770 Broadway  New York  New York 10003,Business/Group/Organization,300,Brown  Monise Keep Judge,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-11-04,Facebook/Meta,FaceBook,770 Broadway  New York  New York 10003,Business/Group/Organization,200,Brown  Monise Keep Judge,Media,Online Advertising,NA,Debit Card,NA,Electoral,ads,NA
2022-11-05,Facebook/Meta,FaceBook,770 Broadway  New York  New York 10003,Business/Group/Organization,100,Brown  Monise Keep Judge,Media,Online Advertising,NA,Debit Card,NA,Electoral,ads,NA
2022-11-08,Facebook/Meta,FaceBook,770 Broadway  New York  New York 10003,Business/Group/Organization,100,Brown  Monise Keep Judge,Media,Online Advertising,NA,Debit Card,NA,Electoral,ads,NA
2022-01-22,facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,67.2,Bennett  Jacob Vote for,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-02-22,facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,33.35,Bennett  Jacob Vote for,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-03-22,facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,116.65,Bennett  Jacob Vote for,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-05-24,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,45.1,Harvey  Derek Vote,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-14,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,250,Harvey  Derek Vote,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-28,Facebook (META),FaceBook,NA,Business/Group/Organization,35,Montgomery  April Friends of,Media,Online Advertising,NA,Debit Card,Facebook (META),Electoral,NA,NA
2022-01-31,Facebook (META),FaceBook,NA,Business/Group/Organization,50,Montgomery  April Friends of,Media,Online Advertising,NA,Debit Card,Facebook (META),Electoral,NA,NA
2022-01-27,Facebook (META),FaceBook,NA,Business/Group/Organization,25,Montgomery  April Friends of,Media,Online Advertising,NA,Debit Card,Facebook (META),Electoral,NA,NA
2022-01-26,Facebook (META),FaceBook,NA,Business/Group/Organization,15,Montgomery  April Friends of,Media,Online Advertising,NA,Debit Card,Facebook (META),Electoral,NA,NA
2022-01-26,Facebook (META),FaceBook,NA,Business/Group/Organization,15.23,Montgomery  April Friends of,Media,Online Advertising,NA,Debit Card,Facebook (META),Electoral,NA,NA
2022-01-25,Facebook (META),FaceBook,NA,Business/Group/Organization,10,Montgomery  April Friends of,Media,Online Advertising,NA,Debit Card,Facebook (META),Electoral,NA,NA
2022-01-25,Facebook (META),FaceBook,NA,Business/Group/Organization,10,Montgomery  April Friends of,Media,Online Advertising,NA,Debit Card,Facebook (META),Electoral,NA,NA
2022-01-25,Facebook (META),FaceBook,NA,Business/Group/Organization,10,Montgomery  April Friends of,Media,Online Advertising,NA,Debit Card,Facebook (META),Electoral,NA,NA
2022-01-27,Facebook (META),FaceBook,NA,Business/Group/Organization,25,Montgomery  April Friends of,Media,Online Advertising,NA,Debit Card,Facebook (META),Electoral,NA,NA
2022-01-28,Facebook (META),FaceBook,NA,Business/Group/Organization,35,Montgomery  April Friends of,Media,Online Advertising,NA,Debit Card,Facebook (META),Electoral,NA,NA
2022-01-31,Facebook (META),FaceBook,NA,Business/Group/Organization,50,Montgomery  April Friends of,Media,Online Advertising,NA,Debit Card,Facebook (META),Electoral,NA,NA
2022-02-18,Facebook (META),FaceBook,NA,Business/Group/Organization,1.13,Montgomery  April Friends of,Media,Online Advertising,NA,Debit Card,Facebook (META),Electoral,NA,NA
2022-05-31,facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,54.12,Johnson  Andre Elect,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-03-01,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,92.74,Team 46 Slate  Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,Facebook digital,NA
2022-04-01,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,32.53,Team 46 Slate  Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,Facebook digital,NA
2022-04-21,Facebook,FaceBook,1601 S. California Ave.  Palo Alto  California 94303,Business/Group/Organization,75,Streight (Adam) For Cecil,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-05-09,Facebook,FaceBook,1601 S. California Ave.  Palo Alto  California 94303,Business/Group/Organization,14.67,Streight (Adam) For Cecil,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-06-07,Facebook,FaceBook,1601 S. California Ave.  Palo Alto  California 94303,Business/Group/Organization,100,Streight (Adam) For Cecil,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-05-23,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,75,Nkongolo  LaToya Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-02-14,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,7.2,Nkongolo  LaToya Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-12,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,14.03,Nkongolo  LaToya Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-28,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,50,Nkongolo  LaToya Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-12,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,36.72,Nkongolo  LaToya Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-01,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,75,Nkongolo  LaToya Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-06,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,75,Nkongolo  LaToya Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-24,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,900,Baron  Jon (Jonathan) for Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Digital Advertising,NA
2022-05-27,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,900,Baron  Jon (Jonathan) for Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Digital Advertising,NA
2021-11-01,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,14.96,Glass  Evan Neighbors of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-02-14,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,28.07,Alton  Gregory Committee to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,Facebook Advertisement,NA
2022-02-24,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,175,Alton  Gregory Committee to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,Facebook ad,NA
2022-03-31,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,250,Alton  Gregory Committee to Elect,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
2022-03-11,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,64.05,Alton  Gregory Committee to Elect,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
2022-03-07,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,175,Alton  Gregory Committee to Elect,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
2022-04-12,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,38.05,Alton  Gregory Committee to Elect,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,Facebook Ad,NA
2022-04-30,Facebook,FaceBook,350 Camino Gardens Blvd  Suite 202  Boca Raton  Florida 33432,Business/Group/Organization,161.66,Lombardo  Darren Citizens for,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
