expenditure_date,payee_name,payee_clean,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x14
2021-06-08,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,20,Glass  Evan Neighbors of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-07-26,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,75,Bagnall Tudball  Heather Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-08-01,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,8.16,Bagnall Tudball  Heather Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-19,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,17.58,Baron  Jon (Jonathan) for Maryland,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-07-19,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,900,Baron  Jon (Jonathan) for Maryland,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-07-18,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,900.31,Baron  Jon (Jonathan) for Maryland,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-07-18,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,900,Baron  Jon (Jonathan) for Maryland,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-07-18,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,600,Funderburk  John Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-05,FaceBook,FaceBook,1601 Willow Rd  Menlo Park  California 94025,Business/Group/Organization,97.93,Marion  Travis Committee to Elect,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
2022-07-18,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,75,Amaya  Ruben Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-18,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,75,Amaya  Ruben Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-18,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,75,Amaya  Ruben Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-08-02,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,632.06,Amaya  Ruben Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-19,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,66.81,Olszewski  John Jr. Friends Of,Media,Online Advertising,NA,EFT,Kroner,Brad,Electoral,"Facebook Ad,"
2022-07-11,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Fritz  Richard D. Bi-part.Comm For The Re-election of  State,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-16,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Fritz  Richard D. Bi-part.Comm For The Re-election of  State,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-20,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,727.04,Fritz  Richard D. Bi-part.Comm For The Re-election of  State,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-08-01,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,133.91,Arias  Ashley Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-13,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,310.7,Arias  Ashley Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-06,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,582.7,Benbow  Reginald for Baltimore,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-11,Facebook,FaceBook,1601 Willow Road  Menlo Park   California 94025-1452,Business/Group/Organization,35,Forde  Lorna Phillips Friends of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-07-28,Facebook,FaceBook,1601 Willow Road  Menlo Park   California 94025-1452,Business/Group/Organization,70,Forde  Lorna Phillips Friends of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-07-18,Facebook,FaceBook,Hacker Way  Menlo Park  CA 94025  Menlo Park  California 94025,Business/Group/Organization,500,McCarthy  John J. Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-14,Facebook,FaceBook,Hacker Way  Menlo Park  CA 94025  Menlo Park  California 94025,Business/Group/Organization,500,McCarthy  John J. Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-12,Facebook,FaceBook,Hacker Way  Menlo Park  CA 94025  Menlo Park  California 94025,Business/Group/Organization,500,McCarthy  John J. Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-08,Facebook,FaceBook,Hacker Way  Menlo Park  CA 94025  Menlo Park  California 94025,Business/Group/Organization,500,McCarthy  John J. Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-07,Facebook,FaceBook,Hacker Way  Menlo Park  CA 94025  Menlo Park  California 94025,Business/Group/Organization,500,McCarthy  John J. Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-05,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15,Ahmad  Saman Qadeer Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-07-07,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25,Ahmad  Saman Qadeer Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-07-08,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,1.16,Ahmad  Saman Qadeer Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-07-14,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,35,Ahmad  Saman Qadeer Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-08-08,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,18.67,Ahmad  Saman Qadeer Friends of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-07-05,Facebook,FaceBook,Hacker Way  Menlo Park  CA 94025  Menlo Park  California 94025,Business/Group/Organization,500,McCarthy  John J. Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-10,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Ahmad  Saman Qadeer Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-06-13,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Ahmad  Saman Qadeer Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-06-16,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Ahmad  Saman Qadeer Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-07-13,Facebook Campaign,FaceBook,1 Hacker Way  Menio Park  California 94025,Business/Group/Organization,250,Brooks  David Authority of Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,videos on facebook,NA
2022-08-01,Facebook Campaign,FaceBook,1 Hacker Way  Menio Park  California 94025,Business/Group/Organization,50,Brooks  David Authority of Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,running ads,NA
2022-07-05,Facebook  Inc.,FaceBook,Department 415  P.O. Box 10005  Palo Alto  California 94303,Business/Group/Organization,750,Pippy  Jesse Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-11,Facebook  Inc.,FaceBook,Department 415  P.O. Box 10005  Palo Alto  California 94303,Business/Group/Organization,750,Pippy  Jesse Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-18,Facebook  Inc.,FaceBook,Department 415  P.O. Box 10005  Palo Alto  California 94303,Business/Group/Organization,750,Pippy  Jesse Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-08-01,Facebook  Inc.,FaceBook,Department 415  P.O. Box 10005  Palo Alto  California 94303,Business/Group/Organization,666.81,Pippy  Jesse Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-16,FACEBOOK INC.,FaceBook,1601 S. California Ave.  Palo Alto  California 94304,Business/Group/Organization,500,Carr  Alfred Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-07-31,FACEBOOK INC.,FaceBook,1601 S. California Ave.  Palo Alto  California 94304,Business/Group/Organization,101.4,Carr  Alfred Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-07-07,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,410,"Patti  Donald ""DP"" Patti Friends of",Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-09-21,Facebook,FaceBook,1601 Willow Road  Menlo Park  California 94925,Business/Group/Organization,81.65,Wade  Vernon Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-07-25,FaceBook,FaceBook,1 Hackerway  Menlo Park  California 94025,Business/Group/Organization,21,Benn  Sarahia Friends to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,Payment for Facebook Sponsored post for political Ad.,NA
2022-07-06,Facebook  Inc.,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,900,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-29,Facebook  Inc.,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,654.43,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-18,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,1700,Fraser  Stanford Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-24,Facebook,FaceBook,Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25,Novotny  Reid J. Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-09,Facebook,FaceBook,Hacker Way  Menlo Park  California 94025,Business/Group/Organization,75,Novotny  Reid J. Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-22,Facebook,FaceBook,Hacker Way  Menlo Park  California 94025,Business/Group/Organization,75,Novotny  Reid J. Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-24,Facebook,FaceBook,Hacker Way  Menlo Park  California 94025,Business/Group/Organization,5.7,Novotny  Reid J. Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-18,Facebook,FaceBook,Hacker Way  Menlo Park  California 94025,Business/Group/Organization,75,Novotny  Reid J. Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-21,Facebook,FaceBook,Hacker Way  Menlo Park  California 94025,Business/Group/Organization,75,Novotny  Reid J. Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-25,Facebook,FaceBook,Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Novotny  Reid J. Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-24,Facebook,FaceBook,Hacker Way  Menlo Park  California 94025,Business/Group/Organization,39.29,Novotny  Reid J. Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-06,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025-1456,Business/Group/Organization,169.91,Dove  John C. Friends for Jr.,Media,Online Advertising,NA,Debit Card,NA,Electoral,Facebook Ads,NA
2022-08-08,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025-1456,Business/Group/Organization,166.2,Dove  John C. Friends for Jr.,Media,Online Advertising,NA,Debit Card,NA,Electoral,Social Media Advertising,NA
2022-08-09,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,9.91,Roebuck  Monica Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-20,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,50,Roebuck  Monica Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-05,Facebook,FaceBook,1 Hacker Way  Meno Park  California 94025,Business/Group/Organization,100,Dappert  Michele Committee to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-11-01,Facebook Campaign,FaceBook,1 Hacker Way  Menio Park  California 94025,Business/Group/Organization,23.22,Brooks  David Authority of Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-08-25,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,35,Lashar  James (David) Citizens for,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-08-26,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,50,Lashar  James (David) Citizens for,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-09-01,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,34.99,Lashar  James (David) Citizens for,Media,Online Advertising,NA,EFT,NA,Electoral,reference # JFB3TEBDA2,NA
2022-09-16,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,75,Lashar  James (David) Citizens for,Media,Online Advertising,NA,EFT,NA,Electoral,reference # U2BMXEXCA2,NA
2022-09-19,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,125,Lashar  James (David) Citizens for,Media,Online Advertising,NA,EFT,NA,Electoral,reference # JRZB2FXCA2,NA
2022-09-26,Facebook,FaceBook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,50,Lashar  James (David) Citizens for,Media,Online Advertising,NA,EFT,NA,Electoral,REFERENCE NUMBER  VLXR6FXCA2,NA
2022-08-26,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Williams  Marsha L. Friends to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-08-30,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Williams  Marsha L. Friends to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-09-08,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Williams  Marsha L. Friends to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-09-23,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Williams  Marsha L. Friends to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-03,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,30.86,Sanders  Sterling Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,Facebook advertisement.,NA
2022-10-07,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15.94,Sanders  Sterling Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,Facebook advertisement.,NA
2022-06-08,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,50,Hall  Steven for Sheriff,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-13,Facebook,FaceBook,1 Hacker Way  Menlo Way  California 94025,Business/Group/Organization,75,Hall  Steven for Sheriff,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-15,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,125,Hall  Steven for Sheriff,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-21,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,175,Hall  Steven for Sheriff,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-24,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,250,Hall  Steven for Sheriff,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-29,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,400,Hall  Steven for Sheriff,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-13,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,12,Hall  Steven for Sheriff,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-21,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,100,Hall  Steven for Sheriff,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-11-15,Facebook INC,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25,Chen  Linfeng Friends of,Media,Online Advertising,NA,Electronic Check,NA,Electoral,NA,NA
2022-10-03,Facebook,FaceBook,1601 Willow Rd  Menlo Park  California 94025-1452,Business/Group/Organization,10,Mohorovic III  Jake for Delegate Committee,Media,Online Advertising,NA,Debit Card,NA,Electoral,Facebook Ads,NA
2022-10-05,Facebook,FaceBook,1601 Willow Rd  Menlo Park  California 94025-1452,Business/Group/Organization,10,Mohorovic III  Jake for Delegate Committee,Media,Online Advertising,NA,Debit Card,NA,Electoral,Facebook ad,NA
2022-10-06,Facebook,FaceBook,1601 Willow Rd  Menlo Park  California 94025-1452,Business/Group/Organization,10,Mohorovic III  Jake for Delegate Committee,Media,Online Advertising,NA,Debit Card,NA,Electoral,Facebook ad,NA
2022-10-11,Facebook,FaceBook,1601 Willow Rd  Menlo Park  California 94025-1452,Business/Group/Organization,15,Mohorovic III  Jake for Delegate Committee,Media,Online Advertising,NA,Debit Card,NA,Electoral,Facebook ad,NA
2022-10-13,Facebook,FaceBook,1601 Willow Rd  Menlo Park  California 94025-1452,Business/Group/Organization,15,Mohorovic III  Jake for Delegate Committee,Media,Online Advertising,NA,Debit Card,NA,Electoral,Facebook ad,NA
2022-10-17,Facebook,FaceBook,1601 Willow Rd  Menlo Park  California 94025-1452,Business/Group/Organization,25,Mohorovic III  Jake for Delegate Committee,Media,Online Advertising,NA,Debit Card,NA,Electoral,Facebook ad,NA
2022-10-22,Facebook,FaceBook,1601 Willow Rd  Menlo Park  California 94025-1452,Business/Group/Organization,35,Mohorovic III  Jake for Delegate Committee,Media,Online Advertising,NA,Debit Card,NA,Electoral,Facebook ad,NA
2022-11-02,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,900,Fiedler  Amanda Friends of,Media,Online Advertising,NA,Check,Amanda Fiedler,Electoral,Facebook Ads,NA
2022-11-04,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,900,Fiedler  Amanda Friends of,Media,Online Advertising,NA,Check,Amanda Fiedler,Electoral,Facebook Ads,NA
2022-11-07,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,900,Fiedler  Amanda Friends of,Media,Online Advertising,NA,Check,Amanda Fiedler,Electoral,Facebook Ads,NA
2022-09-12,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,1560.37,Adler   Delphine Tudy Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-10-21,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,19.99,Yang  Julie Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-24,Facebook/Meta,FaceBook,770 Broadway  New York  New York 10003,Business/Group/Organization,100,Brown  Monise Keep Judge,Media,Online Advertising,NA,Debit Card,NA,Electoral,ads,NA
2022-10-27,Facebook/Meta,FaceBook,770 Broadway  New York  New York 10003,Business/Group/Organization,100,Brown  Monise Keep Judge,Media,Online Advertising,NA,Debit Card,NA,Electoral,ads,NA
2022-10-26,Facebook/Meta,FaceBook,770 Broadway  New York  New York 10003,Business/Group/Organization,17.62,Brown  Monise Keep Judge,Media,Online Advertising,NA,Debit Card,NA,Electoral,ads,NA
2022-09-26,Facebook/Meta,FaceBook,770 Broadway  New York  New York 10003,Business/Group/Organization,31.5,Brown  Monise Keep Judge,Media,Online Advertising,NA,Debit Card,NA,Electoral,ads,NA
2022-10-12,Facebook/Meta,FaceBook,770 Broadway  New York  New York 10003,Business/Group/Organization,100,Brown  Monise Keep Judge,Media,Online Advertising,NA,Debit Card,NA,Electoral,Facebook ads,NA
2022-10-14,Facebook/Meta,FaceBook,770 Broadway  New York  New York 10003,Business/Group/Organization,100,Brown  Monise Keep Judge,Media,Online Advertising,NA,Debit Card,NA,Electoral,facebook ads,NA
2022-10-18,Facebook/Meta,FaceBook,770 Broadway  New York  New York 10003,Business/Group/Organization,100,Brown  Monise Keep Judge,Media,Online Advertising,NA,Debit Card,NA,Electoral,ads,NA
2022-10-22,Facebook/Meta,FaceBook,770 Broadway  New York  New York 10003,Business/Group/Organization,100,Brown  Monise Keep Judge,Media,Online Advertising,NA,Debit Card,NA,Electoral,ads,NA
2022-09-28,Facebook INC,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,49.92,Chen  Linfeng Friends of,Media,Online Advertising,NA,Electronic Check,NA,Electoral,NA,NA
2022-10-17,Facebook INC,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,49.96,Chen  Linfeng Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-21,Facebook,FaceBook,701 Laurel Street  Menlo Park  California 94025,Business/Group/Organization,229.72,Harford County Deputy Sheriffs Political Action Committee,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-10-18,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,250,Jackson  Phillip Friends for Talbot County Council,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-09-30,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,214.68,McKay  Steve 4 Frederick County  Friends of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-08-31,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,83.2,McKay  Steve 4 Frederick County  Friends of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-10-19,Facebook  Inc.,FaceBook,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,91.92,Piereck  Ricardo (Rick) Citizens for,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-10-20,Facebook,FaceBook,1 Hacker Way  Menlo Park  Maryland 94025,Business/Group/Organization,600,Firefighters of Frederick County for Collective Bargaining,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-19,Facebook,FaceBook,1 Hacker Way  Menlo Park  Maryland 94025,Business/Group/Organization,400,Firefighters of Frederick County for Collective Bargaining,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-18,Facebook,FaceBook,1 Hacker Way  Menlo Park  Maryland 94025,Business/Group/Organization,500,Firefighters of Frederick County for Collective Bargaining,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-18,Facebook,FaceBook,1 Hacker Way  Menlo Park  Maryland 94025,Business/Group/Organization,250,Firefighters of Frederick County for Collective Bargaining,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-18,Facebook,FaceBook,1 Hacker Way  Menlo Park  Maryland 94025,Business/Group/Organization,175,Firefighters of Frederick County for Collective Bargaining,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-18,Facebook,FaceBook,1 Hacker Way  Menlo Park  Maryland 94025,Business/Group/Organization,125,Firefighters of Frederick County for Collective Bargaining,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-18,Facebook,FaceBook,1 Hacker Way  Menlo Park  Maryland 94025,Business/Group/Organization,75,Firefighters of Frederick County for Collective Bargaining,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-18,Facebook,FaceBook,1 Hacker Way  Menlo Park  Maryland 94025,Business/Group/Organization,75,Firefighters of Frederick County for Collective Bargaining,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-18,Facebook,FaceBook,1 Hacker Way  Menlo Park  Maryland 94025,Business/Group/Organization,50,Firefighters of Frederick County for Collective Bargaining,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-18,Facebook,FaceBook,1 Hacker Way  Menlo Park  Maryland 94025,Business/Group/Organization,35,Firefighters of Frederick County for Collective Bargaining,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-18,Facebook,FaceBook,1 Hacker Way  Menlo Park  Maryland 94025,Business/Group/Organization,25,Firefighters of Frederick County for Collective Bargaining,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-18,Facebook,FaceBook,1 Hacker Way  Menlo Park  Maryland 94025,Business/Group/Organization,15,Firefighters of Frederick County for Collective Bargaining,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-18,Facebook,FaceBook,1 Hacker Way  Menlo Park  Maryland 94025,Business/Group/Organization,15,Firefighters of Frederick County for Collective Bargaining,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-17,Facebook,FaceBook,1 Hacker Way  Menlo Park  Maryland 94025,Business/Group/Organization,10,Firefighters of Frederick County for Collective Bargaining,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-17,Facebook,FaceBook,1 Hacker Way  Menlo Park  Maryland 94025,Business/Group/Organization,10,Firefighters of Frederick County for Collective Bargaining,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-17,Facebook,FaceBook,1 Hacker Way  Menlo Park  Maryland 94025,Business/Group/Organization,10,Firefighters of Frederick County for Collective Bargaining,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-09-30,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Tuttle  Steve The Friends to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-03,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Tuttle  Steve The Friends to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-10-19,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Tuttle  Steve The Friends to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-29,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,100,Glass  Evan Neighbors of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-05-02,Facebook,FaceBook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,30,Glass  Evan Neighbors of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
